p1,p2,result,date
L.Dekmeijere/S.Zhang,S.Arvidsson/M.Krajicek,Loss,11-06-08
A. Arnaboldi,M. Viola,Win,11-06-08
A. Arnaboldi,M. Viola,Win,11-06-08
A. Beck,D. Sela,Loss,11-06-08
A. Beck,D. Sela,Loss,11-06-08
K. Beck,G. Muller,Win,11-06-08
S. Bolelli,E. Roger-Vasselin,Win,11-06-08
S. Bolelli,E. Roger-Vasselin,Loss,11-06-08
S. Bolelli,E. Roger-Vasselin,Loss,11-06-08
R.Bopanna/A.Qureshi,D.Brown/G.Monfils,Win,11-06-08
R.Bopanna/A.Qureshi,D.Brown/G.Monfils,Win,11-06-08
R.Bopanna/A.Qureshi,D.Brown/G.Monfils,Loss,11-06-08
A. Hlavackova,A. Morita,Win,11-06-08
A. Hlavackova,A. Morita,Win,11-06-08
J. Chardy,R. Farah,Win,11-06-08
J. Chardy,R. Farah,Win,11-06-08
J. Chardy,R. Farah,Loss,11-06-08
L.Hewitt/P.Luczak,E.Butorac/J.Rojer,Win,11-06-08
L.Hewitt/P.Luczak,E.Butorac/J.Rojer,Win,11-06-08
L.Hewitt/P.Luczak,E.Butorac/J.Rojer,Loss,11-06-08
A. Bondarenko,K. Woerle,Win,11-06-08
A. Bondarenko,K. Woerle,Win,11-06-08
A. Bondarenko,K. Woerle,Loss,11-06-08
M. Raonic,T. Kamke,Win,11-06-08
M. Raonic,T. Kamke,Win,11-06-08
J. Struff,D. Hrbaty,Loss,11-06-08
J. Struff,D. Hrbaty,Loss,11-06-08
K.Anderson/J.Knowle,F.Verdasco/S.Wawrinka,Win,11-06-08
K.Anderson/J.Knowle,F.Verdasco/S.Wawrinka,Win,11-06-08
L.Huber/L.Raymond,U.Radwanska/A.Rodionova,Win,11-06-08
L.Huber/L.Raymond,U.Radwanska/A.Rodionova,Win,11-06-08
X. Malisse,A. Murray,Win,11-06-08
X. Malisse,A. Murray,Loss,11-06-08
X. Malisse,A. Murray,Loss,11-06-08
I. Bozoljac,D. Nalbandian,Loss,11-06-08
I. Bozoljac,D. Nalbandian,Loss,11-06-08
D. Gimeno-Traver,P. Petzschner,Loss,11-06-08
D. Gimeno-Traver,P. Petzschner,Loss,11-06-08
M. Ilhan,T. Bellucci,Win,11-06-08
M. Ilhan,T. Bellucci,Loss,11-06-08
M. Ilhan,T. Bellucci,Loss,11-06-08
S. Lisicki,K. Flipkens,Win,11-06-08
S. Lisicki,K. Flipkens,Win,11-06-08
S. Halep,P. Martic,Win,11-06-08
S. Halep,P. Martic,Loss,11-06-08
S. Halep,P. Martic,Loss,11-06-08
M. Doi,H. Watson,Loss,11-06-08
M. Doi,H. Watson,Loss,11-06-08
R. Marino,R. Fujiwara,Win,11-06-08
R. Marino,R. Fujiwara,Win,11-06-08
R. Stepanek,I. Ljubicic,Win,11-06-08
R. Stepanek,I. Ljubicic,Win,11-06-08
R. Stepanek,I. Ljubicic,Loss,11-06-08
T. Paszek,E. Makarova,Win,11-06-08
T. Paszek,E. Makarova,Win,11-06-08
T. Paszek,E. Makarova,Loss,11-06-08
C. McHale,S. Errani,Win,11-06-08
C. McHale,S. Errani,Loss,11-06-08
C. McHale,S. Errani,Loss,11-06-08
S. Peng,N. Broady,Win,11-06-08
S. Peng,N. Broady,Win,11-06-08
S. Peng,N. Broady,Loss,11-06-08
R. Nadal,M. Ebden,Win,11-06-08
R. Nadal,M. Ebden,Win,11-06-08
M.Ejdesgaard/C.Wozniacki,J.Larsson/J.Woehr,Loss,11-06-08
M.Ejdesgaard/C.Wozniacki,J.Larsson/J.Woehr,Loss,11-06-08
A. Tatishvili,A. Ivanovic,Loss,11-06-08
A. Tatishvili,A. Ivanovic,Loss,11-06-08
J. Del Potro,I. Kunitsyn,Win,11-06-08
J. Del Potro,I. Kunitsyn,Win,11-06-08
A.Klepac/T.Poutchek,N.Grandin/V.Uhlirova,Loss,11-07-08
A.Klepac/T.Poutchek,N.Grandin/V.Uhlirova,Loss,11-07-08
A. Medina Garrigues,S. Errani,Win,11-07-08
F. Mayer,R. Gasquet,Win,11-07-08
F. Mayer,R. Gasquet,Win,11-07-08
F. Mayer,R. Gasquet,Loss,11-07-08
F. Mayer,R. Gasquet,Loss,11-07-08
F. Mayer,R. Gasquet,Loss,11-07-08
S. Arvidsson,J. Larsson,Loss,11-07-08
S. Arvidsson,J. Larsson,Loss,11-07-08
D. Lojda,E. Prodon,Win,11-07-08
D. Lojda,E. Prodon,Win,11-07-08
N.Llagostera Vives/A.Parra Santonja,V.Dolonts/A.Tatishvili,Win,11-07-08
N.Llagostera Vives/A.Parra Santonja,V.Dolonts/A.Tatishvili,Win,11-07-08
A. Beck,J. Aguilar,Win,11-07-08
A. Beck,J. Aguilar,Win,11-07-08
M. Ilhan,D. Goffin,Win,11-07-08
M. Ilhan,D. Goffin,Win,11-07-08
M. Ilhan,D. Goffin,Loss,11-07-08
I. Begu,E. Cabeza Candela,Win,11-07-08
I. Begu,E. Cabeza Candela,Win,11-07-08
N. Ciric,S. Greul,Win,11-07-08
N. Ciric,S. Greul,Win,11-07-08
L.Dominguez Lino/M.Martinez Sanchez,V.Dushevina/A.Kudryavtseva,Win,11-07-08
L.Dominguez Lino/M.Martinez Sanchez,V.Dushevina/A.Kudryavtseva,Win,11-07-08
M. Ryderstedt,V. Troicki,Win,11-07-08
M. Ryderstedt,V. Troicki,Loss,11-07-08
M. Ryderstedt,V. Troicki,Loss,11-07-08
M. Ryderstedt,V. Troicki,Loss,11-07-08
D. Brands,M. Fischer,Win,11-07-08
D. Brands,M. Fischer,Win,11-07-08
A. Di Mauro,A. Ungur,Loss,11-07-08
A. Di Mauro,A. Ungur,Loss,11-07-08
B. Paire,P. Riba,Loss,11-07-08
B. Paire,P. Riba,Loss,11-07-08
J.Chela/E.Schwank,E.Korolev/Y.Schukin,Win,11-07-08
J.Chela/E.Schwank,E.Korolev/Y.Schukin,Win,11-07-08
J.Chela/E.Schwank,E.Korolev/Y.Schukin,Win,11-07-08
R. Vinci,Z. Kucova,Win,11-07-08
R. Vinci,Z. Kucova,Win,11-07-08
R. Vinci,Z. Kucova,Loss,11-07-08
P. Kohlschreiber,G. Monfils,Loss,11-07-08
P. Kohlschreiber,G. Monfils,Loss,11-07-08
P. Kohlschreiber,G. Monfils,Loss,11-07-08
D.Gremelmayr/T.Kamke,J.Brunstrom/A.Shamasdin,Loss,11-07-08
D.Gremelmayr/T.Kamke,J.Brunstrom/A.Shamasdin,Loss,11-07-08
A. Gensse,M. Middelkoop,Win,11-07-08
A. Gensse,M. Middelkoop,Win,11-07-08
A. Gensse,M. Middelkoop,Loss,11-07-08
A. Ghem,C. Stebe,Win,11-07-08
A. Ghem,C. Stebe,Loss,11-07-08
A. Ghem,C. Stebe,Loss,11-07-08
A. Giannessi,S. Galvani,Loss,11-07-08
E. Eleskovic,J. Tipsarevic,Loss,11-07-08
O. Rochus,M. Ebden,Win,11-07-08
O. Rochus,M. Ebden,Win,11-07-08
K. Zakopalova,K. Bondarenko,Win,11-07-08
K. Zakopalova,K. Bondarenko,Win,11-07-08
K. De Schepper,R. Bautista-Agut,Win,11-07-08
K. De Schepper,R. Bautista-Agut,Win,11-07-08
I. Minar,S. Darcis,Win,11-07-08
I. Minar,S. Darcis,Loss,11-07-08
I. Minar,S. Darcis,Loss,11-07-08
I. Marchenko,A. Kudryavtsev,Win,11-07-08
P. Hercog,B. Zahlavova Strycova,Win,11-07-08
P. Hercog,B. Zahlavova Strycova,Win,11-07-08
P. Hercog,B. Zahlavova Strycova,Loss,11-07-08
M. Yani,D. Kudla,Win,11-07-08
M. Yani,D. Kudla,Win,11-07-08
M. Yani,D. Kudla,Loss,11-07-08
K. Kravchuk,R. Schuettler,Win,11-07-08
K. Kravchuk,R. Schuettler,Win,11-07-08
K. Kravchuk,R. Schuettler,Loss,11-07-08
M. Fish,F. Lopez,Win,11-07-08
M. Fish,F. Lopez,Win,11-07-08
M. Fish,F. Lopez,Loss,11-07-08
M. Fish,F. Lopez,Loss,11-07-08
M. Fish,F. Lopez,Loss,11-07-08
M.Ebden/R.Harrison,I.Karlovic/F.Moser,Win,11-07-08
M.Ebden/R.Harrison,I.Karlovic/F.Moser,Win,11-07-08
I. Navarro,P. Carreno-Busta,Win,11-07-08
A. Roddick,D. Ferrer,Loss,11-07-08
A. Roddick,D. Ferrer,Loss,11-07-08
A. Roddick,D. Ferrer,Loss,11-07-08
S. Giraldo,R. Mello,Loss,11-02-09
S. Giraldo,R. Mello,Loss,11-02-09
B. Tomic,P. Polansky,Win,11-02-09
B. Tomic,P. Polansky,Win,11-02-09
B. Tomic,P. Polansky,Loss,11-02-09
D. Lojda,I. Klec,Loss,11-02-09
D. Lojda,I. Klec,Loss,11-02-09
M. Gong,T. Yang,Loss,11-02-09
M. Gong,T. Yang,Loss,11-02-09
P. Cervenak,D. Udomchoke,Win,11-02-09
P. Cervenak,D. Udomchoke,Loss,11-02-09
P. Cervenak,D. Udomchoke,Loss,11-02-09
P. Starace,P. Cuevas,Win,11-02-09
P. Starace,P. Cuevas,Win,11-02-09
P. Starace,P. Cuevas,Loss,11-02-09
K. Nishikori,J. Hajek,Win,11-02-09
K. Nishikori,J. Hajek,Win,11-02-09
T. Robredo,F. Fognini,Win,11-02-09
T. Robredo,F. Fognini,Win,11-02-09
T. Robredo,F. Fognini,Loss,11-02-09
C. Ball,J. Lemke,Win,11-02-09
C. Ball,J. Lemke,Win,11-02-09
P. Bester,G. Zemlja,Loss,11-02-09
P. Bester,G. Zemlja,Loss,11-02-09
S. Querrey,L. Lacko,Loss,11-02-09
S. Querrey,L. Lacko,Loss,11-02-09
T. Gabashvili,J. Del Potro,Loss,11-02-09
T. Gabashvili,J. Del Potro,Loss,11-02-09
E. Baltacha,S. Peng,Win,11-02-09
E. Baltacha,S. Peng,Loss,11-02-09
E. Baltacha,S. Peng,Loss,11-02-09
G. Voskoboeva,M. Kirilenko,Win,11-02-09
G. Voskoboeva,M. Kirilenko,Win,11-02-09
G. Voskoboeva,M. Kirilenko,Loss,11-02-09
S. Robert,F. Nielsen,Win,11-02-09
S. Robert,F. Nielsen,Win,11-02-09
A. Kudryavtsev,M. Copil,Win,11-02-09
O. Patience,C. Reix,Win,11-02-09
O. Patience,C. Reix,Win,11-02-09
M. Bachinger,G. Muller,Win,11-02-09
M. Bachinger,G. Muller,Loss,11-02-09
M. Bachinger,G. Muller,Loss,11-02-09
A. Arnaboldi,K. De Schepper,Win,11-02-09
A. Arnaboldi,K. De Schepper,Loss,11-02-09
A. Arnaboldi,K. De Schepper,Loss,11-02-09
F. Mayer,F. Lopez,Loss,11-02-09
F. Mayer,F. Lopez,Loss,11-02-09
M. Granollers,M. Youzhny,Loss,11-02-09
M. Granollers,M. Youzhny,Loss,11-02-09
R. Vinci,S. Zhang,Win,11-02-09
R. Vinci,S. Zhang,Win,11-02-09
A. Petkovic,A. Kerber,Win,11-02-09
A. Petkovic,A. Kerber,Win,11-02-09
A. Petkovic,A. Kerber,Loss,11-02-09
J. Craybas,A. Ivanovic,Win,11-02-09
J. Craybas,A. Ivanovic,Loss,11-02-09
J. Craybas,A. Ivanovic,Loss,11-02-09
B. Paire,G. Simon,Win,11-02-09
B. Paire,G. Simon,Win,11-02-09
B. Paire,G. Simon,Loss,11-02-09
J. Tsonga,M. Llodra,Win,11-02-09
J. Tsonga,M. Llodra,Win,11-02-09
J. Tsonga,M. Llodra,Loss,11-02-09
G. Burquier,R. Bautista-Agut,Loss,11-02-09
G. Burquier,R. Bautista-Agut,Loss,11-02-09
S. Rieschick,C. Niland,Win,11-02-09
S. Rieschick,C. Niland,Win,11-02-09
O. Rochus,M. Klizan,Win,11-02-09
O. Rochus,M. Klizan,Win,11-02-09
O. Rochus,M. Klizan,Loss,11-02-09
J. Ouanna,L. Rochette,Loss,11-02-09
J. Ouanna,L. Rochette,Loss,11-02-09
I. Bozoljac,J. Zopp,Loss,11-02-09
I. Bozoljac,J. Zopp,Loss,11-02-09
Y. Wickmayer,E. Vesnina,Win,11-02-09
Y. Wickmayer,E. Vesnina,Win,11-02-09
M. Cilic,J. Melzer,Win,11-02-09
M. Cilic,J. Melzer,Win,11-02-09
A. Cornet,S. Arvidsson,Loss,11-02-09
A. Cornet,S. Arvidsson,Loss,11-02-09
N. Mahut,L. Walter,Loss,11-02-09
N. Mahut,L. Walter,Loss,11-02-09
S. Bolelli,D. Kindlmann,Loss,11-02-09
S. Bolelli,D. Kindlmann,Loss,11-02-09
K. Clijsters,K. Barrois,Win,11-02-09
K. Clijsters,K. Barrois,Win,11-02-09
K. Clijsters,K. Barrois,Loss,11-02-09
R. Sweeting,I. Karlovic,Loss,11-02-09
R. Sweeting,I. Karlovic,Loss,11-02-09
N. Mektic,M. Gicquel,Loss,11-02-09
N. Mektic,M. Gicquel,Loss,11-02-09
R. Ramirez Hidalgo,A. Dolgopolov,Loss,11-02-09
R. Ramirez Hidalgo,A. Dolgopolov,Loss,11-02-09
M. Baghdatis,A. Murray,Win,11-02-09
M. Baghdatis,A. Murray,Win,11-02-09
V. Razzano,N. Petrova,Loss,11-02-09
V. Razzano,N. Petrova,Loss,11-02-09
R. Berankis,D. Young,Win,11-02-09
R. Berankis,D. Young,Win,11-02-09
R. Berankis,D. Young,Loss,11-02-09
J. Johansson,A. Beck,Win,11-02-09
J. Johansson,A. Beck,Win,11-02-09
R. Machado,F. Volandri,Win,11-02-09
R. Machado,F. Volandri,Win,11-02-09
P. Starace,L. Mayer,Win,11-02-09
P. Starace,L. Mayer,Win,11-02-09
R. Mello,A. Montanes,Win,11-02-09
R. Mello,A. Montanes,Win,11-02-09
J. Nieminen,V. Troicki,Loss,11-02-09
J. Nieminen,V. Troicki,Loss,11-02-09
M. Oudin,D. Cibulkova,Loss,11-02-09
M. Oudin,D. Cibulkova,Loss,11-02-09
L. Kubot,J. Chela,Win,11-02-09
L. Kubot,J. Chela,Loss,11-02-09
L. Kubot,J. Chela,Loss,11-02-09
T. Robredo,P. Andujar,Win,11-02-09
T. Robredo,P. Andujar,Loss,11-02-09
T. Robredo,P. Andujar,Loss,11-02-09
R. Kendrick,I. Kunitsyn,Win,11-02-09
R. Kendrick,I. Kunitsyn,Win,11-02-09
R. Kendrick,I. Kunitsyn,Loss,11-02-09
T. Bellucci,C. Berlocq,Win,11-02-09
T. Bellucci,C. Berlocq,Win,11-02-09
I. Klec,P. Lorenzi,Win,11-02-09
I. Klec,P. Lorenzi,Win,11-02-09
M. Matosevic,B. Klein,Win,11-02-09
M. Matosevic,B. Klein,Win,11-02-09
D. Kelly,F. Cipolla,Loss,11-02-09
D. Kelly,F. Cipolla,Loss,11-02-09
N. Almagro,J. Souza,Win,11-02-09
N. Almagro,J. Souza,Win,11-02-09
D. Udomchoke,G. Jones,Win,11-02-09
D. Udomchoke,G. Jones,Win,11-02-09
B. Tomic,J. Millman,Win,11-02-09
B. Tomic,J. Millman,Win,11-02-09
B. Tomic,J. Millman,Loss,11-02-09
M. Ebden,T. Yang,Win,11-02-09
M. Ebden,T. Yang,Win,11-02-09
M. Ebden,T. Yang,Loss,11-02-09
J. Blake,M. Raonic,Loss,11-02-09
J. Blake,M. Raonic,Loss,11-02-09
D. Meffert,V. Vardhan,Win,11-03-09
D. Meffert,V. Vardhan,Win,11-03-09
T. Yang,T. Fernandes,Loss,11-03-09
T. Yang,T. Fernandes,Loss,11-03-09
D. Udomchoke,N. Monroe,Win,11-03-09
D. Udomchoke,N. Monroe,Win,11-03-09
T. Suzuki,H. Kondo,Loss,11-03-09
G. Soeda,H. Moriya,Win,11-03-09
G. Soeda,H. Moriya,Win,11-03-09
C. Ebelthite,T. Ito,Loss,11-03-09
C. Ebelthite,T. Ito,Loss,11-03-09
Y. Sugita,C. Stebe,Win,11-03-09
Y. Sugita,C. Stebe,Loss,11-03-09
Y. Sugita,C. Stebe,Loss,11-03-09
Y. Lim,S. Katayama,Loss,11-03-09
Y. Lim,S. Katayama,Loss,11-03-09
D. Tursunov,I. Sijsling,Win,11-03-09
G. Dimitrov,K. Beck,Loss,11-03-09
G. Dimitrov,K. Beck,Loss,11-03-09
F. Nielsen,N. Mahut,Loss,11-03-09
F. Nielsen,N. Mahut,Loss,11-03-09
M. Basic,G. Zemlja,Win,11-03-09
M. Basic,G. Zemlja,Win,11-03-09
M. Basic,G. Zemlja,Loss,11-03-09
J. Zopp,A. Delic,Loss,11-03-09
J. Zopp,A. Delic,Loss,11-03-09
R. Bautista-Agut,J. Ward,Win,11-03-09
R. Bautista-Agut,J. Ward,Win,11-03-09
J. Hernych,I. Bozoljac,Win,11-03-09
J. Hernych,I. Bozoljac,Win,11-03-09
F. Skugor,P. Galdon,Win,11-03-09
F. Skugor,P. Galdon,Win,11-03-09
J. Acasuso,M. Gonzalez,Win,11-03-09
J. Acasuso,M. Gonzalez,Loss,11-03-09
J. Acasuso,M. Gonzalez,Loss,11-03-09
R. Ghedin,J. Souza,Win,11-03-09
R. Ghedin,J. Souza,Win,11-03-09
R. Ghedin,J. Souza,Loss,11-03-09
D. Junqueira,S. Travaglia,Win,11-03-09
D. Junqueira,S. Travaglia,Win,11-03-09
D. Junqueira,S. Travaglia,Loss,11-03-09
Z. Ondraskova,L. Davis,Win,11-03-09
Z. Ondraskova,L. Davis,Win,11-03-09
S. Cirstea,A. Kudryavtseva,Win,11-03-09
S. Cirstea,A. Kudryavtseva,Loss,11-03-09
S. Cirstea,A. Kudryavtseva,Loss,11-03-09
P. Hercog,A. Sevastova,Loss,11-03-09
P. Hercog,A. Sevastova,Loss,11-03-09
V. King,G. Dulko,Win,11-03-09
V. King,G. Dulko,Loss,11-03-09
V. King,G. Dulko,Loss,11-03-09
K. Barrois,L. Safarova,Win,11-03-09
K. Barrois,L. Safarova,Loss,11-03-09
K. Barrois,L. Safarova,Loss,11-03-09
P. Schnyder,A. Cornet,Loss,11-03-09
P. Schnyder,A. Cornet,Loss,11-03-09
O. Govortsova,T. Bacsinszky,Win,11-03-09
O. Govortsova,T. Bacsinszky,Loss,11-03-09
O. Govortsova,T. Bacsinszky,Loss,11-03-09
V. Dushevina,B. Mattek-Sands,Loss,11-03-09
V. Dushevina,B. Mattek-Sands,Loss,11-03-09
S. Errani,G. Arn,Win,11-03-09
E. Gallovits-Hall,C. Vandeweghe,Win,11-03-09
E. Gallovits-Hall,C. Vandeweghe,Loss,11-03-09
E. Gallovits-Hall,C. Vandeweghe,Loss,11-03-09
Y. Shvedova,K. Date Krumm,Loss,11-03-09
Y. Shvedova,K. Date Krumm,Loss,11-03-09
J. Larsson,S. Bammer,Win,11-03-09
J. Larsson,S. Bammer,Loss,11-03-09
J. Larsson,S. Bammer,Loss,11-03-09
A. Riske,B. Zahlavova Strycova,Loss,11-03-09
A. Riske,B. Zahlavova Strycova,Loss,11-03-09
A. Rodionova,M. Niculescu,Loss,11-03-09
A. Rodionova,M. Niculescu,Loss,11-03-09
S. Stadler,T. Fernandes,Win,11-03-09
S. Stadler,T. Fernandes,Win,11-03-09
D. Meffert,P. Gojowczyk,Win,11-03-09
D. Meffert,P. Gojowczyk,Win,11-03-09
M. Oudin,E. Vesnina,Win,11-03-09
M. Oudin,E. Vesnina,Win,11-03-09
R. Oprandi,S. Mirza,Loss,11-03-09
G. Soeda,D. Udomchoke,Win,11-03-09
G. Soeda,D. Udomchoke,Win,11-03-09
H. Kondo,S. Rieschick,Win,11-03-09
H. Kondo,S. Rieschick,Loss,11-03-09
H. Kondo,S. Rieschick,Loss,11-03-09
G. Garcia-Lopez,P. Cuevas,Win,11-04-09
G. Garcia-Lopez,P. Cuevas,Loss,11-04-09
G. Garcia-Lopez,P. Cuevas,Loss,11-04-09
J. Goerges,E. Vesnina,Win,11-04-09
J. Goerges,E. Vesnina,Loss,11-04-09
J. Goerges,E. Vesnina,Loss,11-04-09
M. Fish,K. Nishikori,Loss,11-04-09
M. Fish,K. Nishikori,Loss,11-04-09
V. Azarenka,S. Errani,Win,11-04-09
V. Azarenka,S. Errani,Win,11-04-09
I. Begu,S. Kuznetsova,Win,11-04-09
I. Begu,S. Kuznetsova,Win,11-04-09
I. Begu,S. Kuznetsova,Loss,11-04-09
A. Di Mauro,S. Greul,Win,11-04-09
A. Di Mauro,S. Greul,Win,11-04-09
A. Di Mauro,S. Greul,Loss,11-04-09
A. Montanes,P. Andujar,Loss,11-04-09
A. Montanes,P. Andujar,Loss,11-04-09
A. Beck,J. Reister,Win,11-04-09
A. Beck,J. Reister,Loss,11-04-09
A. Beck,J. Reister,Loss,11-04-09
P. Starace,V. Hanescu,Win,11-04-09
P. Starace,V. Hanescu,Win,11-04-09
P. Starace,V. Hanescu,Loss,11-04-09
P. Lorenzi,J. Cabal,Win,11-04-09
P. Lorenzi,J. Cabal,Win,11-04-09
R. Dutra Da Silva,J. Marti,Win,11-04-09
R. Dutra Da Silva,J. Marti,Win,11-04-09
R. Dutra Da Silva,J. Marti,Loss,11-04-09
C. Wozniacki,J. Jankovic,Win,11-04-09
C. Wozniacki,J. Jankovic,Win,11-04-09
I. Karlovic,R. Sweeting,Loss,11-04-09
I. Karlovic,R. Sweeting,Loss,11-04-09
S. Peng,E. Vesnina,Loss,11-04-09
S. Peng,E. Vesnina,Loss,11-04-09
K. Nishikori,P. Cuevas,Win,11-04-09
K. Nishikori,P. Cuevas,Win,11-04-09
T. Ito,R. Borvanov,Win,11-05-09
T. Ito,R. Borvanov,Win,11-05-09
D. Udomchoke,M. McClune,Win,11-05-09
D. Udomchoke,M. McClune,Win,11-05-09
L. Walter,J. Nam,Win,11-05-09
L. Walter,J. Nam,Win,11-05-09
J. Baker,G. Soeda,Loss,11-05-09
J. Baker,G. Soeda,Loss,11-05-09
I. Benesova,G. Dulko,Win,11-05-09
I. Benesova,G. Dulko,Win,11-05-09
B. Zahlavova Strycova,L. Dominguez Lino,Win,11-05-09
B. Zahlavova Strycova,L. Dominguez Lino,Loss,11-05-09
B. Zahlavova Strycova,L. Dominguez Lino,Loss,11-05-09
C. McHale,S. Peng,Win,11-05-09
C. McHale,S. Peng,Win,11-05-09
C. McHale,S. Peng,Loss,11-05-09
G. Simon,A. Roddick,Win,11-05-09
G. Simon,A. Roddick,Win,11-05-09
I. Andreev,P. Riba,Win,11-05-09
I. Andreev,P. Riba,Win,11-05-09
G. Arn,S. Kuznetsova,Win,11-05-09
G. Arn,S. Kuznetsova,Win,11-05-09
G. Arn,S. Kuznetsova,Loss,11-05-09
A. Medina Garrigues,P. Schnyder,Win,11-05-09
A. Medina Garrigues,P. Schnyder,Win,11-05-09
B. Phau,B. Knittel,Loss,11-05-09
B. Phau,B. Knittel,Loss,11-05-09
D. Junqueira,L. Lacko,Win,11-05-09
D. Junqueira,L. Lacko,Win,11-05-09
Y. Schukin,I. Marchenko,Win,11-05-09
Y. Schukin,I. Marchenko,Win,11-05-09
A. Morita,V. Dushevina,Loss,11-05-09
A. Morita,V. Dushevina,Loss,11-05-09
M. Martinez Sanchez,E. Makarova,Win,11-05-09
M. Martinez Sanchez,E. Makarova,Loss,11-05-09
M. Martinez Sanchez,E. Makarova,Loss,11-05-09
R. Dutra Da Silva,A. Falla,Win,11-05-09
R. Dutra Da Silva,A. Falla,Win,11-05-09
R. Dutra Da Silva,A. Falla,Loss,11-05-09
P. Cuevas,L. Kubot,Win,11-05-09
P. Cuevas,L. Kubot,Loss,11-05-09
P. Cuevas,L. Kubot,Loss,11-05-09
P. Hercog,A. Dulgheru,Win,11-05-09
P. Hercog,A. Dulgheru,Win,11-05-09
X. Malisse,G. Garcia-Lopez,Win,11-05-09
X. Malisse,G. Garcia-Lopez,Win,11-05-09
T. Paszek,E. Vesnina,Loss,11-05-09
T. Paszek,E. Vesnina,Loss,11-05-09
M. Fish,S. Giraldo,Win,11-05-09
M. Fish,S. Giraldo,Win,11-05-09
M. Fish,S. Giraldo,Loss,11-05-09
M. Bartoli,A. Parra Santonja,Win,11-05-09
M. Bartoli,A. Parra Santonja,Win,11-05-09
D. Meffert,F. Skugor,Win,11-05-09
D. Meffert,F. Skugor,Win,11-05-09
V. Hanescu,S. Stakhovsky,Win,11-05-09
V. Hanescu,S. Stakhovsky,Loss,11-05-09
V. Hanescu,S. Stakhovsky,Loss,11-05-09
A. Mannarino,J. Nieminen,Win,11-05-09
A. Mannarino,J. Nieminen,Loss,11-05-09
A. Mannarino,J. Nieminen,Loss,11-05-09
S. Darcis,R. Jouan,Loss,11-05-09
A. Kleybanova,V. Lepchenko,Win,11-05-09
A. Kleybanova,V. Lepchenko,Win,11-05-09
Y. Wickmayer,A. Kerber,Win,11-05-09
Y. Wickmayer,A. Kerber,Win,11-05-09
Y. Wickmayer,A. Kerber,Loss,11-05-09
A. Veic,S. Dev Varman,Win,11-05-09
A. Veic,S. Dev Varman,Win,11-05-09
V. Troicki,N. Davydenko,Win,11-05-09
V. Troicki,N. Davydenko,Win,11-05-09
C. Dentoni,J. Gajdosova,Loss,11-05-09
C. Dentoni,J. Gajdosova,Loss,11-05-09
P. Starace,A. Dolgopolov,Win,11-05-09
P. Starace,A. Dolgopolov,Win,11-05-09
T. Pironkova,D. Hantuchova,Loss,11-05-09
T. Pironkova,D. Hantuchova,Loss,11-05-09
N. Petrova,A. Ivanovic,Loss,11-05-09
M. Baghdatis,J. Tsonga,Loss,11-05-09
M. Baghdatis,J. Tsonga,Loss,11-05-09
G. Jones,A. Begemann,Win,11-05-09
G. Jones,A. Begemann,Win,11-05-09
H. Heliovaara,K. Im,Loss,11-05-09
H. Heliovaara,K. Im,Loss,11-05-09
J. An,M. Ebden,Loss,11-05-09
K. Kim,Y. Lim,Loss,11-05-09
K. Kim,Y. Lim,Loss,11-05-09
Y. Lu,H. Kondo,Win,11-05-09
Y. Lu,H. Kondo,Win,11-05-09
G. Voskoboeva,S. Zhang,Win,11-06-09
G. Voskoboeva,S. Zhang,Loss,11-06-09
G. Voskoboeva,S. Zhang,Loss,11-06-09
B. Tomic,T. Ito,Win,11-06-09
B. Tomic,T. Ito,Win,11-06-09
B. Tomic,T. Ito,Loss,11-06-09
C.Dellacqua/C.Scheepers,N.Grandin/V.Uhlirova,Win,11-06-09
C.Dellacqua/C.Scheepers,N.Grandin/V.Uhlirova,Win,11-06-09
C.Dellacqua/C.Scheepers,N.Grandin/V.Uhlirova,Loss,11-06-09
G. Zemlja,A. Falla,Win,11-06-09
G. Zemlja,A. Falla,Win,11-06-09
M. Gicquel,I. Van der Merwe,Win,11-06-09
M. Gicquel,I. Van der Merwe,Loss,11-06-09
M. Gicquel,I. Van der Merwe,Loss,11-06-09
D. Guez,L. Rosol,Loss,11-06-09
D. Guez,L. Rosol,Loss,11-06-09
W. Odesnik,S. Greul,Win,11-06-09
W. Odesnik,S. Greul,Loss,11-06-09
W. Odesnik,S. Greul,Loss,11-06-09
G. Monfils,I. Dodig,Win,11-06-09
G. Monfils,I. Dodig,Win,11-06-09
M. Lucic,A. Hlavackova,Win,11-06-09
M. Lucic,A. Hlavackova,Win,11-06-09
A. Kudryavtseva,D. Hantuchova,Loss,11-06-09
A. Kudryavtseva,D. Hantuchova,Loss,11-06-09
A. Rezai,A. Riske,Win,11-06-09
A. Rezai,A. Riske,Loss,11-06-09
A. Rezai,A. Riske,Loss,11-06-09
R. De Voest,F. Nielsen,Win,11-06-09
R. De Voest,F. Nielsen,Win,11-06-09
M. Krajicek,L. Safarova,Win,11-06-09
M. Krajicek,L. Safarova,Loss,11-06-09
M. Krajicek,L. Safarova,Loss,11-06-09
P. Kohlschreiber,A. Dolgopolov,Win,11-06-09
P. Kohlschreiber,A. Dolgopolov,Win,11-06-09
R.Haase/M.Raonic,D.Meffert/M.Zverev,Win,11-06-09
R.Haase/M.Raonic,D.Meffert/M.Zverev,Win,11-06-09
